hrg_code,hrg_name,non_elec_cost
GB13Z,"Endoscopic Ultrasound Examination, of Hepatobiliary or Pancreatic Duct",663
GC01C,Liver Failure Disorders with Multiple Interventions,8877
GC01D,Liver Failure Disorders with Single Intervention,5003
GC01E,"Liver Failure Disorders without Interventions, with CC Score 5+",4609
GC01F,"Liver Failure Disorders without Interventions, with CC Score 0-4",3044
GC12C,"Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions",8396
GC12D,"Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 5+",5888
GC12E,"Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 2-4",4422
GC12F,"Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 0-1",3873
GC12G,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 6+",4708
GC12H,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 3-5",3348
GC12J,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 1-2",2148
GC12K,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0",1511
GC17A,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions, with CC Score 9+",11212
GC17B,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions, with CC Score 4-8",7218
GC17C,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions, with CC Score 0-3",5338
GC17D,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 9+",7390
GC17E,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 4-8",4938
GC17F,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 0-3",3937
GC17G,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 8+",4992
GC17H,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 5-7",3506
GC17J,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 2-4",2474
GC17K,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0-1",1589
GC18A,Non-Obstructive Jaundice with CC Score 5+,3921
GC18B,Non-Obstructive Jaundice with CC Score 0-4,1401
HC20H,Vertebral Column Injury with Interventions,7951
HC20J,"Vertebral Column Injury without Interventions, with CC Score 6+",7138
HC20K,"Vertebral Column Injury without Interventions, with CC Score 3-5",3893
HC20L,"Vertebral Column Injury without Interventions, with CC Score 1-2",2595
HC20M,"Vertebral Column Injury without Interventions, with CC Score 0",1978
HC21D,Spinal Cord Injury with CC Score 2+,16369
HC21E,Spinal Cord Injury with CC Score 0-1,4653
HC26D,"Scoliosis or Other Spinal Deformity, with CC Score 3+",3090
HC26E,"Scoliosis or Other Spinal Deformity, with CC Score 1-2",2225
HC26F,"Scoliosis or Other Spinal Deformity, with CC Score 0",1258
HC27H,"Degenerative Spinal Conditions with Interventions, with CC Score 3+",3708
HC27J,"Degenerative Spinal Conditions with Interventions, with CC Score 0-2",1483
HC27K,"Degenerative Spinal Conditions without Interventions, with CC Score 9+",2966
HC27L,"Degenerative Spinal Conditions without Interventions, with CC Score 6-8",2225
HC27M,"Degenerative Spinal Conditions without Interventions, with CC Score 3-5",1174
HC27N,"Degenerative Spinal Conditions without Interventions, with CC Score 0-2",729
HC28H,Spinal Cord Conditions with Interventions,11137
HC28J,"Spinal Cord Conditions without Interventions, with CC Score 7+",7291
HC28K,"Spinal Cord Conditions without Interventions, with CC Score 5-6",6055
HC28L,"Spinal Cord Conditions without Interventions, with CC Score 3-4",4998
HC28M,"Spinal Cord Conditions without Interventions, with CC Score 0-2",3244
HC29A,Inflammatory Spinal Conditions with CC Score 2+,2595
HC29B,Inflammatory Spinal Conditions with CC Score 0-1,1483
HC30D,Spinal Tumours with CC Score 2+,5561
HC30E,Spinal Tumours with CC Score 0-1,3798
HC31H,"Spinal Infection with Interventions, with CC Score 6+",14830
HC31J,"Spinal Infection with Interventions, with CC Score 0-5",10236
HC31K,"Spinal Infection without Interventions, with CC Score 10+",14231
HC31L,"Spinal Infection without Interventions, with CC Score 6-9",8033
HC31M,"Spinal Infection without Interventions, with CC Score 3-5",5648
HC31N,"Spinal Infection without Interventions, with CC Score 0-2",4441
HC32G,Low Back Pain with Interventions,2225
HC32H,"Low Back Pain without Interventions, with CC Score 6+",2273
HC32J,"Low Back Pain without Interventions, with CC Score 3-5",1174
HC32K,"Low Back Pain without Interventions, with CC Score 0-2",926
HC50A,"Very Complex Instrumented Correction of Spinal Deformity, 19 years and over",9897
HC50B,"Very Complex Instrumented Correction of Spinal Deformity, 18 years and under",9897
HC51A,"Complex Instrumented Correction of Spinal Deformity, 19 years and over, with CC Score 7+",20509
HC51B,"Complex Instrumented Correction of Spinal Deformity, 19 years and over, with CC Score 3-6",16495
HC51C,"Complex Instrumented Correction of Spinal Deformity, 19 years and over, with CC Score 0-2",16495
HC51D,"Complex Instrumented Correction of Spinal Deformity, 18 years and under, with CC Score 3+",20821
HC51E,"Complex Instrumented Correction of Spinal Deformity, 18 years and under, with CC Score 0-2",15902
HC52A,Complex Spinal Reconstructive Procedures with CC Score 7+,26235
HC52B,Complex Spinal Reconstructive Procedures with CC Score 4-6,19095
HC52C,Complex Spinal Reconstructive Procedures with CC Score 2-3,14646
HC52D,Complex Spinal Reconstructive Procedures with CC Score 0-1,12266
HC53A,Very Major Spinal Reconstructive Procedures with CC Score 4+,17557
HC53B,Very Major Spinal Reconstructive Procedures with CC Score 2-3,12897
HC53C,Very Major Spinal Reconstructive Procedures with CC Score 0-1,11999
HC54A,Major Spinal Reconstructive Procedures with CC Score 4+,15888
HC54B,Major Spinal Reconstructive Procedures with CC Score 2-3,11800
HC54C,Major Spinal Reconstructive Procedures with CC Score 0-1,10895
HC60A,Very Complex Extradural Spinal Procedures with CC Score 4+,16477
HC60B,Very Complex Extradural Spinal Procedures with CC Score 2-3,11276
HC60C,Very Complex Extradural Spinal Procedures with CC Score 0-1,10545
HC61A,Complex Extradural Spinal Procedures with CC Score 4+,15486
HC61B,Complex Extradural Spinal Procedures with CC Score 2-3,11690
HC61C,Complex Extradural Spinal Procedures with CC Score 0-1,10405
HC62A,Very Major Extradural Spinal Procedures with CC Score 4+,13802
HC62B,Very Major Extradural Spinal Procedures with CC Score 2-3,10283
HC62C,Very Major Extradural Spinal Procedures with CC Score 0-1,8290
HC63A,Major Extradural Spinal Procedures with CC Score 4+,12016
HC63B,Major Extradural Spinal Procedures with CC Score 2-3,8085
HC63C,Major Extradural Spinal Procedures with CC Score 0-1,6418
HC64A,Intermediate Extradural Spinal Procedures with CC Score 4+,10548
HC64B,Intermediate Extradural Spinal Procedures with CC Score 2-3,7174
HC64C,Intermediate Extradural Spinal Procedures with CC Score 0-1,5701
HC65Z,Minor Extradural Spinal Procedures,1091
HC70A,Complex Intradural Spinal Procedures with CC Score 2+,13456
HC70B,Complex Intradural Spinal Procedures with CC Score 0-1,7539
HC71Z,Major Intradural Spinal Procedures,6838
HC72A,"Diagnostic Spinal Puncture, 19 years and over",680
HC72B,"Diagnostic Spinal Puncture, between 6 and 18 years",1174
HC72C,"Diagnostic Spinal Puncture, 5 years and under",1855
HD21D,Soft Tissue Disorders with CC Score 12+,4666
HD21E,Soft Tissue Disorders with CC Score 9-11,2705
HD21F,Soft Tissue Disorders with CC Score 6-8,1607
HD21G,Soft Tissue Disorders with CC Score 3-5,534
HD21H,Soft Tissue Disorders with CC Score 0-2,525
HD23D,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 12+",6723
HD23E,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 9-11",4315
HD23F,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 7-8",3198
HD23G,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 5-6",2840
HD23H,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 3-4",1912
HD23J,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",1017
HD24D,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 12+",6388
HD24E,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 8-11",4252
HD24F,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 5-7",3344
HD24G,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 2-4",2084
HD24H,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 0-1",941
HD25D,"Infections of Bones or Joints, with CC Score 13+",9555
HD25E,"Infections of Bones or Joints, with CC Score 9-12",6676
HD25F,"Infections of Bones or Joints, with CC Score 5-8",5030
HD25G,"Infections of Bones or Joints, with CC Score 2-4",3929
HD25H,"Infections of Bones or Joints, with CC Score 0-1",3236
HD26D,"Musculoskeletal Signs or Symptoms, with CC Score 12+",4249
HD26E,"Musculoskeletal Signs or Symptoms, with CC Score 8-11",2608
HD26F,"Musculoskeletal Signs or Symptoms, with CC Score 4-7",1477
HD26G,"Musculoskeletal Signs or Symptoms, with CC Score 0-3",1477
HD39D,Pathological Fractures with CC Score 11+,7100
HD39E,Pathological Fractures with CC Score 8-10,4858
HD39F,Pathological Fractures with CC Score 6-7,4025
HD39G,Pathological Fractures with CC Score 3-5,3443
HD39H,Pathological Fractures with CC Score 0-2,2656
HD40D,"Malignancy, of Bone or Connective Tissue, with CC Score 12+",8173
HD40E,"Malignancy, of Bone or Connective Tissue, with CC Score 8-11",5733
HD40F,"Malignancy, of Bone or Connective Tissue, with CC Score 5-7",4072
HD40G,"Malignancy, of Bone or Connective Tissue, with CC Score 2-4",3025
HD40H,"Malignancy, of Bone or Connective Tissue, with CC Score 0-1",1858
HE11A,"Hip Fracture with Multiple Interventions, with CC Score 8+",7791
HE11B,"Hip Fracture with Multiple Interventions, with CC Score 0-7",5992
HE11C,"Hip Fracture with Single Intervention, with CC Score 8+",5992
HE11D,"Hip Fracture with Single Intervention, with CC Score 0-7",4194
HE11E,"Hip Fracture without Interventions, with CC Score 12+",4794
HE11F,"Hip Fracture without Interventions, with CC Score 8-11",4194
HE11G,"Hip Fracture without Interventions, with CC Score 4-7",3596
HE11H,"Hip Fracture without Interventions, with CC Score 0-3",2398
HE12A,"Other Injury of Hip with Interventions, with CC Score 2+",1798
HE12B,"Other Injury of Hip with Interventions, with CC Score 0-1",1012
HE12C,"Other Injury of Hip without Interventions, with CC Score 6+",1199
HE12D,"Other Injury of Hip without Interventions, with CC Score 3-5",910
HE12E,"Other Injury of Hip without Interventions, with CC Score 0-2",838
HE21A,Knee Fracture with Multiple Interventions,6663
HE21B,"Knee Fracture with Single Intervention, with CC Score 5+",6233
HE21C,"Knee Fracture with Single Intervention, with CC Score 2-4",4144
HE21D,"Knee Fracture with Single Intervention, with CC Score 0-1",1798
HE21E,"Knee Fracture without Interventions, with CC Score 5+",3596
HE21F,"Knee Fracture without Interventions, with CC Score 2-4",2398
HE21G,"Knee Fracture without Interventions, with CC Score 0-1",1199
HE22A,"Other Injury of Knee with Multiple Interventions, with CC Score 6+",2997
HE22B,"Other Injury of Knee with Multiple Interventions, with CC Score 3-5",2398
HE22C,"Other Injury of Knee with Multiple Interventions, with CC Score 0-2",1558
HE22D,"Other Injury of Knee with Single Intervention, with CC Score 6+",1798
HE22E,"Other Injury of Knee with Single Intervention, with CC Score 3-5",1439
HE22F,"Other Injury of Knee with Single Intervention, with CC Score 0-2",959
HE22G,"Other Injury of Knee without Interventions, with CC Score 9+",1199
HE22H,"Other Injury of Knee without Interventions, with CC Score 6-8",959
HE22J,"Other Injury of Knee without Interventions, with CC Score 3-5",838
HE22K,"Other Injury of Knee without Interventions, with CC Score 0-2",659
HE31A,Foot Fracture with Multiple Interventions,3766
HE31B,"Foot Fracture with Single Intervention, with CC Score 2+",2398
HE31C,"Foot Fracture with Single Intervention, with CC Score 0-1",1199
HE31D,"Foot Fracture without Interventions, with CC Score 8+",1199
HE31E,"Foot Fracture without Interventions, with CC Score 4-7",959
HE31F,"Foot Fracture without Interventions, with CC Score 2-3",838
HE31G,"Foot Fracture without Interventions, with CC Score 0-1",719
HE32A,"Other Injury of Foot with Interventions, with CC Score 2+",1199
HE32B,"Other Injury of Foot with Interventions, with CC Score 0-1",727
HE32C,"Other Injury of Foot without Interventions, with CC Score 4+",959
HE32D,"Other Injury of Foot without Interventions, with CC Score 2-3",599
HE32E,"Other Injury of Foot without Interventions, with CC Score 0-1",386
HE41A,Hand Fracture with Interventions,1147
HE41B,"Hand Fracture without Interventions, with CC Score 3+",821
HE41C,"Hand Fracture without Interventions, with CC Score 1-2",677
HE41D,"Hand Fracture without Interventions, with CC Score 0",403
HE42A,"Other Injury of Hand with Interventions, with CC Score 2+",1019
HE42B,"Other Injury of Hand with Interventions, with CC Score 0-1",719
HE42C,"Other Injury of Hand without Interventions, with CC Score 4+",599
HE42D,"Other Injury of Hand without Interventions, with CC Score 2-3",446
HE42E,"Other Injury of Hand without Interventions, with CC Score 0-1",169
HE51A,"Arm Fracture with Interventions, with CC Score 6+",1798
HE51B,"Arm Fracture with Interventions, with CC Score 3-5",1199
HE51C,"Arm Fracture with Interventions, with CC Score 0-2",959
HE51D,"Arm Fracture without Interventions, with CC Score 9+",959
HE51E,"Arm Fracture without Interventions, with CC Score 6-8",838
HE51F,"Arm Fracture without Interventions, with CC Score 4-5",719
HE51G,"Arm Fracture without Interventions, with CC Score 2-3",599
HE51H,"Arm Fracture without Interventions, with CC Score 0-1",482
HE52A,"Other Injury of Arm with Interventions, with CC Score 2+",1159
HE52B,"Other Injury of Arm with Interventions, with CC Score 0-1",918
HE52C,"Other Injury of Arm without Interventions, with CC Score 7+",838
HE52D,"Other Injury of Arm without Interventions, with CC Score 4-6",719
HE52E,"Other Injury of Arm without Interventions, with CC Score 2-3",599
HE52F,"Other Injury of Arm without Interventions, with CC Score 0-1",288
HE71A,"Rib or Chest Fracture, with Interventions",2637
HE71B,"Rib or Chest Fracture, without Interventions, with CC Score 6+",1199
HE71C,"Rib or Chest Fracture, without Interventions, with CC Score 3-5",959
HE71D,"Rib or Chest Fracture, without Interventions, with CC Score 0-2",719
HE72A,"Other Injury, of Rib or Chest, with Interventions",1199
HE72B,"Other Injury, of Rib or Chest, without Interventions, with CC Score 7+",838
HE72C,"Other Injury, of Rib or Chest, without Interventions, with CC Score 4-6",719
HE72D,"Other Injury, of Rib or Chest, without Interventions, with CC Score 2-3",480
HE72E,"Other Injury, of Rib or Chest, without Interventions, with CC Score 0-1",360
HE81A,"Infection or Inflammatory Reaction, due to, Internal Orthopaedic Prosthetic Devices, Implants or Grafts, with CC Score 6+",5484
HE81B,"Infection or Inflammatory Reaction, due to, Internal Orthopaedic Prosthetic Devices, Implants or Grafts, with CC Score 3-5",3541
HE81C,"Infection or Inflammatory Reaction, due to, Internal Orthopaedic Prosthetic Devices, Implants or Grafts, with CC Score 0-2",2433
HE82A,"Other Complications of, Internal Orthopaedic Prosthetic Devices, Implants or Grafts, with CC Score 7+",5256
HE82B,"Other Complications of, Internal Orthopaedic Prosthetic Devices, Implants or Grafts, with CC Score 4-6",3529
HE82C,"Other Complications of, Internal Orthopaedic Prosthetic Devices, Implants or Grafts, with CC Score 2-3",2285
HE82D,"Other Complications of, Internal Orthopaedic Prosthetic Devices, Implants or Grafts with CC Score 0-1",1248
HE83A,"Early Complications of Trauma or Injury of Non-Specific Joint Site, with CC Score 5+",1439
HE83B,"Early Complications of Trauma or Injury of Non-Specific Joint Site, with CC Score 2-4",1079
HE83C,"Early Complications of Trauma or Injury of Non-Specific Joint Site, with CC Score 0-1",742
